id,status,target_surface,app_category,app_subcategory,title,price_text,price_value,currency,city,country,seller,phone,description,image_urls,source_site,source_url,scraped_at,make,model,trim,year,condition,transmission,color,mileage_km,attributes,source_availability,source_availability_checked_at,source_http_status,source_unavailable_reason,source_last_seen_at,source_resolved_url
apify-c4ab05b68cd9,published,vehicles,vehicles,vehicles,Toyota landcruiser v8,"KSh 10,500,000",10500000,KES,Mombasa,Kenya,Pigiame,0702593635,,data/pigiame-clean-images/apify-c4ab05b68cd9-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/toyota-landcruiser-v8-6725297,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""vehicles"",""sourceTags"":""vehicles"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/8e60bfb2855eea1e5d137c4b0c740485/-/horizon-files-prod/pi/picture/q440925r/e1cfcda1355c055860587459a5c6938ca8e05c6f.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/toyota-landcruiser-v8-6725297
apify-e73da7c672c4,published,vehicles,vehicles,vehicles,Subaru impreza G4,"KSh 2,100,000",2100000,KES,Mombasa,Kenya,Pigiame,0702593635,,data/pigiame-clean-images/apify-e73da7c672c4-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/subaru-impreza-g4-6725290,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""vehicles"",""sourceTags"":""vehicles"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/3b641d1ca4f76dafb3b0c38a3bce1fcb/-/horizon-files-prod/pi/picture/qv4gr0dm/f7cb7db0e3283fd94fecf1c71f5cdf24f56e33d9.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/subaru-impreza-g4-6725290
apify-000185901c63,published,vehicles,vehicles,vehicles,Honda fit,"KSh 1,600,000",1600000,KES,Mombasa,Kenya,Pigiame,0702593635,,data/pigiame-clean-images/apify-000185901c63-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/honda-fit-6725283,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""vehicles"",""sourceTags"":""vehicles"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/a0e2682471de26d7b105cb496014f9bb/-/horizon-files-prod/pi/picture/q2j7v20v/38b7f6bb9e1a2a410146d5af2c4b864d0a59b6c7.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/honda-fit-6725283
apify-c767aead6a66,published,vehicles,vehicles,vehicles,Honda vezel,"KSh 2,550,000",2550000,KES,Mombasa,Kenya,Pigiame,0702593635,,data/pigiame-clean-images/apify-c767aead6a66-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/honda-vezel-6725281,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""vehicles"",""sourceTags"":""vehicles"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/6e9604da9a4e163416501061424ab0e0/-/horizon-files-prod/pi/picture/qj4pgdqd/445fae4e077ed4ade91bd4b1fbd489a05990b149.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/honda-vezel-6725281
apify-acac7e2d9ba3,published,vehicles,vehicles,vehicles,Hoda grace,"KSh 2,000,000",2000000,KES,Mombasa,Kenya,Pigiame,0702593635,,data/pigiame-clean-images/apify-acac7e2d9ba3-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/hoda-grace-6725279,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""vehicles"",""sourceTags"":""vehicles"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/d40a09180c4b0edee290db26d2571ef6/-/horizon-files-prod/pi/picture/qgqprkw0/05f41c699cbbc17784d09a13b8065817b49dbc3c.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/hoda-grace-6725279
apify-3546c863e0a4,published,vehicles,vehicles,vehicles,Volkswagen tiguan,"KSh 3,900,000",3900000,KES,Mombasa,Kenya,Pigiame,0702593635,,data/pigiame-clean-images/apify-3546c863e0a4-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/volkswagen-tiguan-6725275,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""vehicles"",""sourceTags"":""vehicles"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/b6e3f55d25649b5cae5a4eeeb7328134/-/horizon-files-prod/pi/picture/q44092nr/22376d92b2a2ad6c3ee941af8ac5202a19700276.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/volkswagen-tiguan-6725275
apify-0d64a6f18a60,published,vehicles,vehicles,vehicles,Toyota sienta,"KSh 1,900,000",1900000,KES,Mombasa,Kenya,Pigiame,0702593635,,data/pigiame-clean-images/apify-0d64a6f18a60-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/toyota-sienta-6725273,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""vehicles"",""sourceTags"":""vehicles"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/4c48649411d1861292afb963f5e8578c/-/horizon-files-prod/pi/picture/qq49nk2z/5937b7a4e02b48f3f956ee909794ca18ec074292.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-28T04:00:14.220Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/toyota-sienta-6725273
apify-e7627db0c269,published,vehicles,vehicles,vehicles,Subaru outback,"KSh 3,300,000",3300000,KES,Mombasa,Kenya,Pigiame,0702593635,,data/pigiame-clean-images/apify-e7627db0c269-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/subaru-outback-6725268,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""vehicles"",""sourceTags"":""vehicles"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/c2ca166c3ab8f846c59988ccc5bdc095/-/horizon-files-prod/pi/picture/qv4gr0wm/f950f6d8802a167fda30c9715c35f54231d409f1.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-28T04:00:14.220Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/subaru-outback-6725268
apify-1d70dba606f7,published,vehicles,vehicles,vehicles,Subaru xv,"KSh 2,500,000",2500000,KES,Mombasa,Kenya,Pigiame,0702593635,,data/pigiame-clean-images/apify-1d70dba606f7-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/subaru-xv-6725263,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""vehicles"",""sourceTags"":""vehicles"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/e7ee262e98007c872b88f994493d96ef/-/horizon-files-prod/pi/picture/q569n2x0/c4443e03d6b07e033a366e2da45403159d62b0b5.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-28T04:00:14.220Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/subaru-xv-6725263
apify-71d4d2bb78dc,published,vehicles,vehicles,vehicles,Hoda vezzel,"KSh 2,500,000",2500000,KES,Mombasa,Kenya,Pigiame,0702593635,,data/pigiame-clean-images/apify-71d4d2bb78dc-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/hoda-vezzel-6725254,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""vehicles"",""sourceTags"":""vehicles"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/9dd2e5518d54a1b6e8ee79f18209f87b/-/horizon-files-prod/pi/picture/qrznwkvj/211c3f76d684186e9bee675b36861a3b16a7ebaa.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-28T04:00:14.220Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/hoda-vezzel-6725254
apify-ac58050a2c18,published,vehicles,vehicles,vehicles,Toyota harrier,"KSh 5,000,000",5000000,KES,Mombasa,Kenya,Pigiame,0702593635,,data/pigiame-clean-images/apify-ac58050a2c18-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/toyota-harrier-6725246,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""vehicles"",""sourceTags"":""vehicles"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/2a8bfed6435e6d9f372b8f5818666793/-/horizon-files-prod/pi/picture/qv4gr0em/d7f48ee58685007f30d9cda0162d51767bebb428.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-28T04:00:14.220Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/toyota-harrier-6725246
apify-449d5e6517b0,published,vehicles,vehicles,vehicles,Toyota landcruiser prado TXL,"KSh 8,400,000",8400000,KES,Mombasa,Kenya,Pigiame,0702593635,,data/pigiame-clean-images/apify-449d5e6517b0-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/toyota-landcruiser-prado-txl-6725234,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""vehicles"",""sourceTags"":""vehicles"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/7048eafcd70f8363c3caf118ffebcbe4/-/horizon-files-prod/pi/picture/qm567krd/b995fc67eb2fa7bcfa3f45b7689a18109cbc9882.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-28T04:00:14.220Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/toyota-landcruiser-prado-txl-6725234
apify-ac3b991c3e45,published,marketplace,services,other,Graphic Designer||Logo Designer,,,,Mombasa,Kenya,Pigiame,0708893945,,data/pigiame-clean-images/apify-ac3b991c3e45-1.png,Pigiame,https://www.pigiame.co.ke/listings/graphic-designerlogo-designer-6719425,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""services"",""sourceTags"":""services"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/b70e158a08ceea28d5e21579efba57cf/-/horizon-files-prod/pi/picture/q0gn6g2d/166c9fee55bf18c4231e2398e28cb49629a72478.png""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-28T04:00:14.220Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/graphic-designerlogo-designer-6719425
apify-89e94309c8b2,published,marketplace,services,home_services,"Bestcare Roof Repair Services in Runda, Nairobi",,,,Nairobi,Kenya,Pigiame,0722466091,,data/pigiame-clean-images/apify-89e94309c8b2-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/bestcare-roof-repair-services-in-runda-nairobi-6719211,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""services"",""sourceTags"":""services"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/4a18980324fe08f621c2c8db1e45fd37/-/horizon-files-prod/pi/picture/qxjgmd9m/3f4048db79b79bed1cb1cdc8ecfb6a253e2b3e31.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-28T04:00:14.220Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/bestcare-roof-repair-services-in-runda-nairobi-6719211
apify-01934f053fbd,published,marketplace,services,other,Exhauster services mtwapa (anywhere in Mombasa),,,,Mombasa,Kenya,Pigiame,0722780497,,data/pigiame-clean-images/apify-01934f053fbd-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/exhauster-services-mtwapa-anywhere-in-mombasa-6573086,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""services"",""sourceTags"":""services"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/c51a7d4601fc3c02000c927203965fc8/-/horizon-files-prod/pi/picture/qen9n9kz/a906004347ac8dd239081587bb94a0a7b94a7620.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-28T04:00:14.220Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/exhauster-services-mtwapa-anywhere-in-mombasa-6573086
apify-6e89934417c3,published,marketplace,services,other,Bethel Brooke construction services,"KSh 0 - KSh 100,000,000",0,KES,Mombasa,Kenya,Pigiame,0746277733,,data/pigiame-clean-images/apify-6e89934417c3-1.png,Pigiame,https://www.pigiame.co.ke/listings/bethel-brooke-construction-services-6718238,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""services"",""sourceTags"":""services"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/4f89ef51515d9ad1e4d8b9d87d9db931/-/horizon-files-prod/pi/picture/qpd0rxr2/7831da6fdc6c547a10012610afc128bb4af3a4ea.png""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-28T04:00:14.220Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/bethel-brooke-construction-services-6718238
apify-3b71929985f9,published,marketplace,services,other,JERSEY printing,,,,Nairobi,Kenya,Pigiame,0710904987,,data/pigiame-clean-images/apify-3b71929985f9-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/jersey-printing-6717552,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""services"",""sourceTags"":""services"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/e65c69487d3790eb3f6a7ee7073b030b/-/horizon-files-prod/pi/picture/q8vpremp/8dab9e3b00eada9429489e7555176a0964b7f7f9.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-28T04:00:14.220Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/jersey-printing-6717552
apify-5848210463b4,published,marketplace,services,other,Unga wa Dola Premium Maize Flour 2kg Fortified,KSh 170 - KSh 180,170,KES,Makueni,Kenya,Pigiame,0716562451,,data/pigiame-clean-images/apify-5848210463b4-1.png,Pigiame,https://www.pigiame.co.ke/listings/unga-wa-dola-premium-maize-flour-2kg-fortified-6717112,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""services"",""sourceTags"":""services"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/d9256482b5731d7e436bea22af536e14/-/horizon-files-prod/pi/picture/qm56q2v6/6b68bb3369d5b3ef421f3fc6f5376b28d1b5e1b7.png""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-28T04:00:14.220Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/unga-wa-dola-premium-maize-flour-2kg-fortified-6717112
apify-501bf86b5431,published,vehicles,vehicles,detailing,High-Pressure Car Wash Gun Durable & Easy Handle,"KSh 500 - KSh 1,000",500,KES,Makueni,Kenya,Pigiame,0797123510,,data/pigiame-clean-images/apify-501bf86b5431-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/high-pressure-car-wash-gun-durable-easy-handle-6717186,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""services"",""sourceTags"":""services"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/709a1c65933154c59d324a82588c4dcf/-/horizon-files-prod/pi/picture/qen9z42z/8fa62ab648c05bbb506b9912e0bde0e0df182b3d.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-28T04:00:14.220Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/high-pressure-car-wash-gun-durable-easy-handle-6717186
apify-562242b2b4bd,published,marketplace,services,other,Kanude fx classes,"KSh 10,000 - KSh 20,000",10000,KES,Makueni,Kenya,Pigiame,0706424374,,data/pigiame-clean-images/apify-562242b2b4bd-1.png,Pigiame,https://www.pigiame.co.ke/listings/kanude-fx-classes-6717376,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""services"",""sourceTags"":""services"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/9648146f46b4319492fcf662a9c2e5d5/-/horizon-files-prod/pi/picture/qrznm9pn/cb5b131654c1d7d41e96f6e53fc4dab0d0dd62d3.png""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-28T04:00:14.220Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/kanude-fx-classes-6717376
apify-ed970ac5e227,published,vehicles,vehicles,vehicles,Touchscreen Car Multimedia Player Black with Wiring,"KSh 850,000 - KSh 900,000",850000,KES,Nairobi,Kenya,Pigiame,0742964308,,data/pigiame-clean-images/apify-ed970ac5e227-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/touchscreen-car-multimedia-player-black-with-wiring-6717316,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""services"",""sourceTags"":""services"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/c28f8ecca3b31685ce04580c48c091ba/-/horizon-files-prod/pi/picture/qpd0rv4q/cd97a1564e554d34c3bee9b6b9a996b23bbd9cfa.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-28T04:00:14.220Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/touchscreen-car-multimedia-player-black-with-wiring-6717316
apify-e59a8834386e,published,marketplace,services,other,Selling green peas,"KSh 1,000 - KSh 2,500",1000,KES,Makueni,Kenya,Pigiame,0741724628,,data/pigiame-clean-images/apify-e59a8834386e-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/selling-green-peas-6717370,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""services"",""sourceTags"":""services"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/d8122f5bc28263e39910a706cfcd9a8c/-/horizon-files-prod/pi/picture/q9m5x7e0/0dc3d0c835b800adfce8103b977088422b7c4d33.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-28T04:00:14.220Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/selling-green-peas-6717370
apify-ba5f88b1c7ce,published,vehicles,vehicles,detailing,Bahatie car wash,"KSh 500 - KSh 1,500",500,KES,Makueni,Kenya,Pigiame,0797123510,,data/pigiame-clean-images/apify-ba5f88b1c7ce-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/bahatie-car-wash-6717207,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""services"",""sourceTags"":""services"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/1f2dbc99452d2d0979f43c5c41dc42a4/-/horizon-files-prod/pi/picture/qq49x0vk/bd6607b30ffdad7bf02ca161110c2bcff481b27a.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-28T04:00:14.220Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/bahatie-car-wash-6717207
apify-0fb9bed4451c,published,marketplace,services,events_services,photography serives and music videos,,,,Nairobi,Kenya,Pigiame,0739379169,,data/pigiame-clean-images/apify-0fb9bed4451c-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/photography-serives-and-music-videos-6547011,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""services"",""sourceTags"":""services"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/bd155405ef1ae9b771a07be965187768/-eyJvciI6MTgwfQ%3D%3D/horizon-files-prod/pi/picture/qxj85r0q/4392b6bd3d4fdbf79957104a59ed5ed8ec0bdb75.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-28T04:00:14.220Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/photography-serives-and-music-videos-6547011
apify-b62302a52f61,published,marketplace,services,other,Professional CV & Cover Letter Writing – From 350 KSH,"KSh 300 - KSh 1,000",300,KES,Nairobi,Kenya,Pigiame,0758314569,,data/pigiame-clean-images/apify-b62302a52f61-1.png,Pigiame,https://www.pigiame.co.ke/listings/professional-cv-cover-letter-writing-from-350-ksh-6716346,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""services"",""sourceTags"":""services"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/d44096b03f5346e54b740fccd92bff47/-/horizon-files-prod/pi/picture/qv4gvjjx/cb6f3d1e29b09dccde65fddf991d994b4dcbec8d.png""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-28T04:00:14.220Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/professional-cv-cover-letter-writing-from-350-ksh-6716346
apify-dbdce58e5c3d,published,marketplace,services,other,"Preparation of Court documents, E-Filing and Serviceg",,,,Nairobi,Kenya,Pigiame,0742345997,,data/pigiame-clean-images/apify-dbdce58e5c3d-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/preparation-of-court-documents-e-filing-and-serviceg-6716546,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""services"",""sourceTags"":""services"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/64d2d241c94551c12455304f03d77d89/-/horizon-files-prod/pi/picture/qv4gv6e5/efd0f2daee16b5e515645c3a32cbb3682997abb5.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-28T04:00:14.220Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/preparation-of-court-documents-e-filing-and-serviceg-6716546
